Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.818,2.344,3.551,3.58,3.094,3.684,4.127,3.568,3.053,2.658,2.49,2.924,4.117,4.316,4.437,3.995,3.641,3.35,4.109,4.808,4.409,4.491,4.747,4.826,4.801,4.918,4.797,4.713,4.394,4.817,5.013,4.122,4.043
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.75,6.949,7.4,7.5,7.2,7.222,7.31,7.376,7.6,9.587,11.63,10.94,10.28,9.513,8.809,8.17,8.42,10.94,8.14,8.61,8.627,13.8,14.5,14.783,14.243,13.795,13.597,13.497,13.36,15.191,14.877,13.268,13.187
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.845,1.85,2.65,3.15,3.45,4.05,4.15,4.65,4.45,4.15,3.75,3.95,3.85,3.616,3.375,3.13,2.874,7.134,11.5,11.542,11.557,11.444,11.417,11.439,11.485,11.5,11.487,11.437,11.419,12.321,12.333,11.634,11.546
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.6,3.679,3.878,3.847,3.663,3.469,3.338,3.28,3.215,3.127,2.994,3.024,3.055,3.108,3.194,3.299,3.023,2.774,2.5,3.029,3.47,3.222,2.93,2.125,2.159,2.23,2.303,2.393,2.496,2.781,2.821,2.588,2.582
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.63,1.35,1.49,1.347,1.1,1.071,0.873,3.404,2.968,2.389,2.6,1.82,1.54,1.51,1.35,1.22,1.18,1.18,1.49,0.622,0.66,0.58,0.249,0.576,0.597,0.688,0.83,0.765,0.716,1.099,1.215,0.94,0.733
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.51,3.537,3.556,3.567,3.52,3.479,3.433,3.445,3.463,3.477,3.363,3.453,3.503,3.656,3.563,3.581,3.489,3.413,3.291,3.301,3.384,3.468,3.564,3.618,3.678,4.657,4.248,3.778,3.097,2.782,2.344,1.537,1.521
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.085,4.222,4.491,4.214,4.02,3.666,3.677,3.826,3.925,4.174,4.124,4.104,3.984,4.015,4.157,4.229,3.817,3.283,2.849,2.383,1.982,2.03,2.085,2.142,2.204,2.968,3.744,2.898,2.036,2.225,2.333,1.965,1.948
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.349,1.35,1.3,1.705,2.003,2.408,2.857,3.356,3.712,4.12,4.48,4.838,5.18,3.942,2.571,1.09,1.181,1.252,1.407,1.513,1.602,1.643,1.754,1.92,2.024,2.046,2.131,2.248,2.157,2.699,2.111,2.302,2.262
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.52,19.66,19.81,18.44,17.22,16.25,15.01,14.21,13.12,12.1,10.88,10.39,10.48,8.33,7.95,6.27,5.54,4.63,5.28,4.033,3.425,3.718,2.683,2.477,2.428,3.207,3.394,3.498,3.523,4.206,4.446,4.383,4.21
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.946,15.616,15.954,16.009,16.339,16.059,15.94,15.476,15.21,14.94,14.4,14.55,14.51,14.23,12.872,12.51,12.365,12.444,13.29,13.049,18.334,17.63,15.934,14.259,15.159,15.557,15.33,15.459,17.153,17.656,16.611,15.3,15.106
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.21,8.509,8.962,8.577,7.644,6.629,6.841,6.888,7.687,6.495,8.381,10.358,10.542,10.838,10.636,10.227,10.285,10.965,14.026,11.879,9.789,9.21,9.713,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.465,9.388
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4,1.5,1.5,4.7,8.3,10.3,11,12.2,12.7,11.666,10.851,10.153,9.311,8.44,7.485,6.58,5.694,4.835,4,4,4.002,3.986,3.983,4,4.016,4.031,4.044,4.044,4.043,4.501,4.459,4.109,4.099
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.464,3.556,3.497,3.471,3.235,3.213,3.247,3.437,3.468,3.529,3.52,3.5,3.6,2.705,1.9,2.272,2.677,3.052,3.6,3.619,3.528,3.551,1.91,2.348,2.679,3.008,3.428,3.25,3.06,3.831,3.422,2.886,2.787
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,1.9,2,2,5.62,7.65,8.93,11.32,11.864,11.707,11.061,10.136,9.057,8.59,7.18,6.81,6.351,6.363,8.84,8.1,7.851,7.529,7.17,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834,..,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.625,1.713,1.905,1.836,1.8,1.834,1.904,2.068,2.197,2.25,2.444,2.661,2.908,2.965,3.12,2.963,2.936,2.821,2.944,2.811,2.596,2.327,2.126,2.002,1.793,1.64,2.462,2.236,2.331,4.294,3.105,2.872,2.151
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.55,9.772,10.346,9.648,8.694,8.189,7.072,6.198,6.042,5.558,4.696,5.037,4.807,4.594,4.835,5.411,5.342,5.705,7.627,7.924,8.169,8.25,7.704,6.363,5.517,4.867,4.452,4.12,3.613,4.472,4.826,3.73,3.984
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.8,7.5,6.9,6.119,5.65,5.451,5,4.511,4.219,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.638
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.95,8.96,8.35,9.04,10.02,11.93,11.44,9.362,10.466,12.627,15.052,16.648,16.661,12.98,12.009,10.844,9.403,8.025,7.74,7.158,6.307,6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.836,10.413,9.328,7.877,8.355
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9,2.9,4.9,7.3,7.8,10.7,10.9,13.3,13.3,12.317,11.3,10.283,9.248,8.162,7.092,6.03,4.99,4.89,5.04,5.36,4.96,4.87,4.86,5.09,5.15,5.16,5.83,5.389,4.932,5.293,5.364,4.49,4.46
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.997,7.964,8.288,8.103,8.153,8.108,8.24,8.24,8.308,8.283,8.434,8.621,8.682,8.447,8.126,8.006,6.854,5.661,4.565,4.685,4.821,4.951,5.058,5.15,5.254,5.261,5.287,5.326,5.444,4.046,4.766,5.143,5.082
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.45,7.69,6.6,8.56,10.24,11.77,11.16,11.15,14.53,13.99,13.04,16.17,16.78,15.07,10.663,8.606,7.279,6.245,6.097,7.112,6.902,6.601,7.54,6.821,6.137,5.319,5.045,5.46,5.876,7.53,7.037,5.707,5.485
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.142,2.11,2.038,1.972,1.955,1.93,2.87,2.29,2.33,2.26,2.76,2.12,2.25,2.14,2.078,2.046,2.026,1.889,1.737,1.114,0.999,1.027,1.316,1.256,1.848,1.848,1.874,1.161,1.681,2.103,2.385,1.523,1.645
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.718,11.891,11.989,11.751,11.384,11.408,11.297,11.187,10.902,10.546,10.678,10.933,11.254,10.927,10.878,10.36,10.137,10.22,11.527,11.742,12.041,12.109,12.55,12.64,12.422,12.515,12.217,12.407,12.551,15.191,14.273,13.007,12.32
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.653,10.672,10.685,10.761,10.705,10.731,10.507,10.422,10.339,10.625,21.493,27.465,23.004,23.215,20.016,19.014,18.282,22.913,20.452,21.416,17.597,19.202,19.894,20.526,23.005,23.939,25.677,26.256,25.34,25.895,26.39,24.42,..
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.409,8.342,8.344,8.34,8.988,9.585,10.223,10.829,11.46,11.557,11.724,11.84,12.015,12.132,12.215,12.35,12.488,12.657,12.763,12.779,13.311,13.473,13.673,13.467,17.9,18.416,18.603,17.584,17.202,17.953,18.287,17.363,17.091
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9,19.544,19.7,18.648,16.828,15.3,13.305,12,12.495,12.93,13.415,14.131,14.705,15.33,15.9,13.229,10.561,7.93,10.582,13.19,10.545,7.85,7.264,6.571,5.942,5.239,4.529,5.033,5.542,6.033,5.199,5.995,5.905
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.813,4.938,4.99,4.96,5.571,6.163,6.93,6.39,6,5.684,5.318,5.007,4.735,4.39,4.622,4.759,4.991,5.357,5.453,5.447,5.368,5.061,4.943,4.774,5.377,5.886,6.344,6.793,7.373,8.621,9.54,10.087,8.759
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.17962867204006,8.27072384795289,8.26632715332635,8.13829095077232,7.90844555546911,7.8239078932856,7.78365441542562,7.81273363600731,7.84987781203905,7.78831690275509,7.67695520899306,7.63233006754872,7.58688283691332,7.39564818381754,7.21879262795258,7.15895834527989,7.10223115357479,7.07670978821918,7.15588066169117,7.40306130661224,7.42793993618157,7.18160807948002,6.98673270309414,6.94701073401333,7.03635682492423,7.19466599460041,7.34633063442169,7.3605131044333,7.58441879909928,8.19139491127414,8.57738499231761,7.98520225155097,7.80636542181196
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.15868027881975,4.25110173142729,4.36980488975891,4.39378131016294,4.39974946558807,4.34069121352357,4.31373545449228,4.32404850194229,4.51215767270693,4.55111905984559,4.47997712328447,4.2858537189934,4.18011071095659,4.09473808884134,4.10069950284306,3.97409484853549,3.95064260570811,3.96854217730079,4.000386882162,3.9915945374515,3.96902733010755,3.98216256621059,3.70385320108226,3.88139571396106,4.16446707837468,4.15757437388452,4.27419620395302,4.32363095413829,4.39527121076194,4.8523927005513,4.73673176237333,3.65857318082157,3.27724546605141
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9145083824283,12.1603853600891,12.9182743533617,13.0251716620291,13.516862533383,12.4771777786255,12.011082437016,11.9646898565116,12.1448058645914,12.6274870577085,12.5058820000806,12.512529502018,12.4563510932562,11.4330020298883,11.2407250571004,10.5232380711626,10.1508222413371,9.88041977711216,9.46639460138819,9.57747395203385,10.6932959358852,11.074941957709,11.0437281019774,11.0374017204054,11.1489135724281,10.8562902038262,11.1131075474704,10.6597396349929,10.2160980238311,11.3256125416623,10.8896587837575,9.9535706462442,9.59035028813167
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.9935017228523,15.4916749294238,15.0962160887464,14.722150252809,13.0743254536417,12.9131064031735,12.7315368187016,12.297994654612,12.1057154508989,11.5264333346702,11.3887613460206,11.9097445045595,12.2347921320203,11.5974801433479,11.2916798090981,10.2458355465973,9.8796533888049,9.90197999344869,11.5758072938001,11.6580226907063,11.9829945219977,12.0989503654206,12.4791807191086,12.1676370027736,11.5050757703248,11.4492534254819,10.8687666228548,11.0509700263011,10.630708311815,12.9309999858592,12.1918110382587,10.4686964684357,9.68042872002248
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.57714826844741,10.2193743198593,11.7123255728987,11.5636400442004,11.0184370000245,10.3650466333203,9.46153105263524,9.19134382326191,10.6194719048087,12.1661215560372,13.5050590063258,13.9571015257378,13.2635590108026,12.8766296492385,12.0310571699923,10.1172085305052,7.80513723734556,6.60004823198757,8.51651568379027,9.92654756624789,9.80886284662704,10.0088523487766,10.0781639999223,8.87945281908902,7.81595111887481,6.48162116354963,5.2841808780617,4.30568206567801,3.77105548227303,4.35897846633943,4.46317615361708,3.98425299925656,4.01405105340076
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.33439986099767,6.40385203316569,6.58222654047382,6.8054630258792,7.07631493241978,6.92154862166954,6.80671756099829,6.9169546453782,7.10847435045313,7.11472249654015,7.20100761030258,7.44663197295669,7.33857822367171,7.22075925807152,7.13189877369064,6.90690971756036,6.84170820607528,6.79874005728352,6.92207663381963,6.72549254045243,6.64163269370553,6.73913255945519,6.71768093948525,6.64658238879271,6.8212583318297,6.75915198816923,6.74512514660323,6.79972998966452,6.33471130423578,7.41080978209992,6.78633395860379,5.71415089065227,5.2602661302477
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.45348182930803,2.44648499638451,2.70120675237843,2.96925133669627,3.04438839579311,3.15883854903829,3.24782198209408,3.53889313054046,3.65027107077567,3.55420828634154,3.95674303523231,4.25600174706397,4.46994570713792,4.42042962261375,4.46538303958669,4.34189971837131,4.2946239136738,4.37313894233402,4.46622743993614,4.21713753627349,4.12281542064571,4.05312532673054,4.03852869929477,4.01783996091461,4.08251292816983,3.99580515839642,3.86565024174878,3.74497476910225,3.81472100039499,4.28970049892231,4.05434245252657,4.08953119146494,3.85771244035512
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.40711360910144,2.37611306626529,2.62714147268806,2.92467103828283,3.00766968604447,3.11193345175662,3.20347877632994,3.37390522425585,3.4686448621588,3.42330379281354,3.84548126641516,4.15890418582549,4.40610012542102,4.40081751899498,4.47985327360327,4.37346271691852,4.35381700814466,4.43458690180373,4.41621948931768,4.15545539099385,4.10579979256748,4.04454083172618,4.04644374340581,4.04186575779653,4.11636992397966,4.03404292652506,3.91171481452964,3.8023437834359,3.89330553057754,4.36073968094378,4.12248591657027,4.22329838547477,3.97239658895814
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.40874403795317,2.3767716688128,2.6301198290109,2.93060396440088,3.01458475185669,3.1198949743781,3.21148767006564,3.38157315635187,3.47487110267778,3.42896287038122,3.85717166136865,4.17566545663043,4.42626048911676,4.42148007967952,4.50231259783126,4.39475180578743,4.37489660023347,4.45784019112314,4.43930711068683,4.17562491797747,4.12394805623432,4.06150735915238,4.06337163020856,4.05946116233141,4.13498800489396,4.05094529389803,3.9281651171289,3.8185338900756,3.91055814607334,4.38272643965065,4.13976979107785,4.24554875686716,3.99023937769226
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.31721718313706,8.9295607186825,10.6900899017753,11.7369455914828,11.4184706063119,11.6237217720969,11.6419654851093,11.2045752544234,10.4531698266666,9.47224221882325,8.4187233272483,8.67984727101411,9.02087575338458,9.29041121484406,9.150301070873,8.430195160078,7.53799190995893,7.54469445681293,9.63497145563048,10.1759838228201,10.2620513591197,11.416171061834,11.9989116590454,11.6282144784814,10.8852194826771,10.0364611752646,9.07353382127944,8.16092484825284,7.52006174791197,7.83001752658849,7.72209813329502,6.74901273938354,6.5646094180748
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.88775531511316,7.49470977836801,8.65485924634432,9.64971931139526,9.93006411860132,10.2662712000885,10.5231039852197,10.6914741670305,10.5848696688065,9.68992008060942,9.0597384927959,9.0771120750963,9.11004508916415,9.04901402128379,8.71935150265075,8.15320793295983,7.23133641607482,7.16237379951304,9.05903268839953,9.11902260665956,8.85652838623603,9.07606735428657,9.27240168813786,8.95704294806211,8.57212387627213,8.0933160962511,7.49984064761938,6.89825188854958,6.64330196939745,7.10924397392522,6.90965916550803,5.85828628199525,5.58873341804014
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.44287892433259,5.21097173523188,5.89729410212216,7.1320955291035,8.54698807779296,9.93804963169598,10.1064956610518,11.0080274252343,11.3896842510603,10.7484483274832,10.6399597923014,10.6903128740959,10.2782186342322,10.1062399665294,9.57056994537054,9.0830267439186,8.55021046052096,8.55147985690813,10.1898182867484,9.55793535586369,8.91532060706308,8.64242027667241,8.60521697776517,9.00771634449388,9.01450551916038,9.09229787087035,8.99139932461298,8.66101950653445,9.16433393973069,9.31621048521721,9.01039307351182,7.81560463809743,7.33376867158914
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.88516272026417,6.35082862580249,7.02964263363322,8.39768970039692,9.38716990370413,9.97942478649557,10.6483147591901,11.4911681190221,11.9103803884924,11.0252036761132,10.7472838740452,10.5333866655627,10.2946380818144,9.94923356233411,9.29208362545358,8.66814807340215,7.56763449504919,7.37099265588776,9.10456034631185,8.68768383545242,8.12134787323803,7.65779182338939,7.71586670293672,7.65935564813883,7.64210348176057,7.47526827082234,7.12553159533485,6.68602119949787,6.74057982241333,7.23741604434341,6.8319668511332,5.68431126209161,5.16074258293559
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.58763776597261,9.23724014256356,10.8578041270804,11.5487582472721,11.1089008967871,11.1430361327697,10.9626535174364,10.5276504397723,10.2135806790215,9.70649119804801,9.21023056618187,9.56476274801543,9.70369491292603,9.85633754377985,9.63224855265433,8.68751413375083,7.50271309325279,7.24179998656737,9.21231120124255,9.87432248381671,9.9295874563508,10.8755028252317,11.3506370910569,10.8289812637527,10.0201862137305,9.10968305462766,8.1361540581006,7.25621058383303,6.68649109760781,7.04821860006322,7.01183843029148,6.14302856971608,6.02944529696582
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.5095015914307,4.46040064545176,4.48511360325192,4.58179010647638,5.06432164614079,5.32945828196112,5.42842092170189,5.67145415997568,5.90502218899798,5.88813224341885,5.80264993621776,5.77082847201376,5.64180971833322,5.48617912534708,5.17532128815233,5.04106352666451,4.96680136077522,5.00330426897512,5.05816095420724,5.13393632566262,5.17980481339294,5.24340820566146,5.23081343093215,5.37407223056533,5.47064138133532,5.61701548557091,5.83065194153996,5.82973963441826,5.87910736649221,6.65180755643263,6.77761944075494,5.60917621194441,5.20087833966654
"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.11956826825244,5.22404122059886,5.21990582085918,5.16247929005649,4.9902125673928,4.96491454854859,4.90294026855075,4.9664348658401,5.11058947519444,5.15456136215711,5.08284361969071,5.04907920082407,4.99978241919788,4.85956399044133,4.69477294260221,4.60600204258665,4.5512927797348,4.53294980065855,4.57426523463948,4.78976425103905,4.74938707940846,4.55787405742502,4.28006264560717,4.2863349936028,4.42867097391046,4.37144771498706,4.38423696813415,4.3509884503825,4.35891138556294,5.08466986799381,4.99025451599025,4.44664203690213,4.22661765181006
